Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Nature],[Reporting Type],[Sex],[Units]
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2000","12.6","2000","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15-24","M","G","BOTHSEX","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2000","3.8","2000","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","MALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2000","5.7","2000","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15+","M","G","MALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2000","12.9","2000","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15-24","M","G","MALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2000","4.4","2000","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","FEMALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2000","6.0","2000","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15+","M","G","FEMALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2000","12.1","2000","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15-24","M","G","FEMALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2000","4.1","2000","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","BOTHSEX","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2000","5.8","2000","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15+","M","G","BOTHSEX","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2001","5.8","2001","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15+","M","G","MALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2001","13.1","2001","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15-24","M","G","MALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2001","6.0","2001","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15+","M","G","FEMALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2001","12.3","2001","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15-24","M","G","FEMALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2001","4.4","2001","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","FEMALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2001","4.1","2001","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","BOTHSEX","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2001","5.9","2001","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15+","M","G","BOTHSEX","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2001","12.8","2001","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15-24","M","G","BOTHSEX","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2001","3.9","2001","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","MALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2002","4.1","2002","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","MALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2002","6.1","2002","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15+","M","G","BOTHSEX","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2002","6.0","2002","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15+","M","G","MALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2002","13.6","2002","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15-24","M","G","MALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2002","4.6","2002","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","FEMALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2002","6.2","2002","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15+","M","G","FEMALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2002","12.8","2002","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15-24","M","G","FEMALE","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2002","13.3","2002","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","15-24","M","G","BOTHSEX","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2002","4.3","2002","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","BOTHSEX","PERCENT"
"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age (%)","1","World","2003","4.4","2003","","","","","ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","","25+","M","G","BOTHSEX","PERCENT"
