Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Observation Status],[Reporting Type],[Units]
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2000","61.0486665362279","2000","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2001","61.7229539759478","2001","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2002","62.7366621146788","2002","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2003","63.8265798011056","2003","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2004","64.9426895454465","2004","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2005","66.3017849312305","2005","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2006","67.9847923829977","2006","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2007","69.6178263203743","2007","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2008","71.7520217254122","2008","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2009","73.4867762316548","2009","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2010","74.9424690526499","2010","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2011","76.2715907891435","2011","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2012","77.8991626808137","2012","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2013","78.9678413262081","2013","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2014","80.133793761749","2014","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2015","81.0097473564904","2015","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2016","82.1057985315674","2016","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2017","83.0389281532091","2017","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2018","83.6459049490893","2018","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2019","84.2851113751113","2019","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2020","84.7370998972352","2020","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2021","85.4054486965261","2021","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","1","World","2022","86.2213209548191","2022","","","","","UNICEF/WHO joint global database on Skilled attendance at birth (2023)","","","N","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","4","Afghanistan","2003","14.3","2003","","","","","Multiple Indicator Cluster Survey - 2003 Afghanistan. Afghanistan: Central Statistics Office [Afghanistan], United Nations Children’s Fund (UNICEF); 2004.","","","C","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","4","Afghanistan","2010","34.299999999999997","2010","","","","","Afghanistan Mortality Survey 2010. Calverton: Afghan Public Health Institute, Ministry of Public Health (APHI/MoPH) [Afghanistan], Central Statistics Organization (CSO) [Afghanistan], ICF Macro, Indian Institute of Health Management Research (IIHMR) [India], and World Health Organization Regional Office for the Eastern Mediterranean (WHO/EMRO) [Egypt]; 2011.","","","C","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","4","Afghanistan","2011","38.6","2010 - 2011","","","","","Central Statistics Organisation (CSO), UNICEF. Afghanistan Multiple Indicator Cluster Survey 2010-2011: Final Report. Kabul: Central Statistics Organisation (CSO), UNICEF; 2012.","","","C","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","4","Afghanistan","2012","39.9","2011 - 2012","","","","","National Risk and Vulnerability Assessment 2011-12. Afghanistan Living Condition Survey. Kabul: Central Statistics Organization (CSO); 2014.","","","C","A","G","PERCENT"
"3","3.1","3.1.2","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","4","Afghanistan","2014","45.2","2013 - 2014","","","","","Afghanistan Living Conditions Survey 2013-14. National Risk and Vulnerability Assessment. Kabul: Central Statistics Organization (CSO); 2016.","","","C","A","G","PERCENT"
