Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Reporting Type],[Units]
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","1","World","2020","NaN","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","2","Africa","2020","NaN","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","4","Afghanistan","2020","0.612","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","5","South America","2020","NaN","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","8","Albania","2020","NaN","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","9","Oceania","2020","NaN","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","11","Western Africa","2020","NaN","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","12","Algeria","2020","0.729","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","13","Central America","2020","NaN","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
"4","4.7","4.7.1","SE_GCEDESD_CUR","Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula","14","Eastern Africa","2020","NaN","2017-2020","","","","","Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms","","","C","G","INDEX"
